
======================================================================
RUNNING ALL EXPERIMENTS
Total experiments: 19
Total runs: 1000
Estimated time: ~66.7 minutes (at 4s/run)
======================================================================


######################################################################
# EXPERIMENT: baseline
# Baseline: unmodified airbench94
# Runs: 100
######################################################################


============================================================
Experiment: baseline_ec2132ab
Timestamp: 2025-12-08T21:23:26.463225
Config overrides: None
Number of runs: 100
============================================================

------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |   eval  |      0.9331  |     0.9844  |   0.9323  |       0.9390  |              4.0482  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.3779  |     0.7549  |   0.6491  |               |              0.4453  |
|          |      1  |      1.2744  |     0.7979  |   0.7023  |               |              0.8564  |
|          |      2  |      1.2061  |     0.8438  |   0.7625  |               |              1.2754  |
|          |      3  |      1.1387  |     0.8721  |   0.7968  |               |              1.6546  |
|          |      4  |      1.1240  |     0.8721  |   0.8673  |               |              2.0353  |
|          |      5  |      1.0928  |     0.8887  |   0.8157  |               |              2.4162  |
|          |      6  |      1.0449  |     0.9189  |   0.8723  |               |              2.7953  |
|          |      7  |      1.0205  |     0.9326  |   0.9013  |               |              3.1758  |
|          |      8  |      0.9653  |     0.9609  |   0.9221  |               |              3.5559  |
|          |      9  |      0.9429  |     0.9834  |   0.9343  |               |              3.9072  |
|          |   eval  |      0.9429  |     0.9834  |   0.9343  |       0.9410  |              4.0770  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4258  |     0.7080  |   0.6836  |               |              0.4666  |
|          |      1  |      1.2910  |     0.7812  |   0.7597  |               |              0.8794  |
|          |      2  |      1.2207  |     0.8271  |   0.7754  |               |              1.2983  |
|          |      3  |      1.1602  |     0.8496  |   0.8381  |               |              1.6773  |
|          |      4  |      1.1436  |     0.8604  |   0.8448  |               |              2.0628  |
|          |      5  |      1.0908  |     0.9072  |   0.8768  |               |              2.4397  |
|          |      6  |      1.0488  |     0.9150  |   0.8919  |               |              2.8219  |
|          |      7  |      1.0176  |     0.9316  |   0.8987  |               |              3.2025  |
|          |      8  |      0.9668  |     0.9629  |   0.9222  |               |              3.5826  |
|          |      9  |      0.9370  |     0.9834  |   0.9342  |               |              3.9346  |
|          |   eval  |      0.9370  |     0.9834  |   0.9342  |       0.9401  |              4.1048  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.4189  |     0.7197  |   0.6127  |               |              0.4615  |
|          |      1  |      1.2578  |     0.8066  |   0.7513  |               |              0.8748  |
|          |      2  |      1.1768  |     0.8574  |   0.8242  |               |              1.2922  |
|          |      3  |      1.1475  |     0.8662  |   0.7417  |               |              1.6710  |
|          |      4  |      1.1074  |     0.8877  |   0.8523  |               |              2.0547  |
|          |      5  |      1.0996  |     0.8936  |   0.8729  |               |              2.4333  |
|          |      6  |      1.0703  |     0.9033  |   0.8865  |               |              2.8162  |
|          |      7  |      1.0225  |     0.9268  |   0.9031  |               |              3.1961  |
|          |      8  |      0.9639  |     0.9658  |   0.9242  |               |              3.5738  |
|          |      9  |      0.9541  |     0.9727  |   0.9339  |               |              3.9257  |
|          |   eval  |      0.9541  |     0.9727  |   0.9339  |       0.9407  |              4.0973  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4834  |     0.6787  |   0.6201  |               |              0.4596  |
|          |      1  |      1.3115  |     0.7861  |   0.7733  |               |              0.8720  |
|          |      2  |      1.2148  |     0.8301  |   0.7161  |               |              1.2942  |
|          |      3  |      1.1885  |     0.8330  |   0.7973  |               |              1.6737  |
|          |      4  |      1.1113  |     0.8896  |   0.8416  |               |              2.0533  |
|          |      5  |      1.0859  |     0.9082  |   0.8792  |               |              2.4331  |
|          |      6  |      1.0322  |     0.9248  |   0.8881  |               |              2.8140  |
|          |      7  |      1.0195  |     0.9258  |   0.9005  |               |              3.1939  |
|          |      8  |      0.9790  |     0.9590  |   0.9187  |               |              3.5743  |
|          |      9  |      0.9443  |     0.9717  |   0.9326  |               |              3.9235  |
|          |   eval  |      0.9443  |     0.9717  |   0.9326  |       0.9422  |              4.0940  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4375  |     0.7119  |   0.6835  |               |              0.4643  |
|          |      1  |      1.2520  |     0.8145  |   0.7578  |               |              0.8785  |
|          |      2  |      1.1865  |     0.8594  |   0.7788  |               |              1.2944  |
|          |      3  |      1.1719  |     0.8398  |   0.8039  |               |              1.6746  |
|          |      4  |      1.1426  |     0.8691  |   0.7984  |               |              2.0560  |
|          |      5  |      1.0996  |     0.8887  |   0.8530  |               |              2.4350  |
|          |      6  |      1.0566  |     0.9062  |   0.8861  |               |              2.8142  |
|          |      7  |      0.9971  |     0.9512  |   0.9003  |               |              3.1952  |
|          |      8  |      0.9648  |     0.9678  |   0.9227  |               |              3.5736  |
|          |      9  |      0.9502  |     0.9746  |   0.9323  |               |              3.9239  |
|          |   eval  |      0.9502  |     0.9746  |   0.9323  |       0.9416  |              4.0942  |
------------------------------------------------------------------------------------------------------
|      15  |      0  |      1.4297  |     0.7246  |   0.6965  |               |              0.4846  |
|          |      1  |      1.2402  |     0.8154  |   0.7389  |               |              0.8974  |
|          |      2  |      1.2314  |     0.8242  |   0.7574  |               |              1.3151  |
|          |      3  |      1.1748  |     0.8613  |   0.6800  |               |              1.6931  |
|          |      4  |      1.1455  |     0.8604  |   0.8694  |               |              2.0792  |
|          |      5  |      1.1006  |     0.8945  |   0.8414  |               |              2.4590  |
|          |      6  |      1.0420  |     0.9199  |   0.8657  |               |              2.8391  |
|          |      7  |      1.0215  |     0.9395  |   0.8971  |               |              3.2199  |
|          |      8  |      0.9780  |     0.9551  |   0.9236  |               |              3.5984  |
|          |      9  |      0.9438  |     0.9775  |   0.9332  |               |              3.9504  |
|          |   eval  |      0.9438  |     0.9775  |   0.9332  |       0.9396  |              4.1213  |
------------------------------------------------------------------------------------------------------
|      16  |      0  |      1.4150  |     0.7109  |   0.6751  |               |              0.4520  |
|          |      1  |      1.2744  |     0.7969  |   0.7515  |               |              0.8667  |
|          |      2  |      1.2041  |     0.8389  |   0.8274  |               |              1.2830  |
|          |      3  |      1.1455  |     0.8623  |   0.8329  |               |              1.6638  |
|          |      4  |      1.1270  |     0.8760  |   0.8648  |               |              2.0446  |
|          |      5  |      1.1045  |     0.8887  |   0.8720  |               |              2.4233  |
|          |      6  |      1.0547  |     0.9160  |   0.8770  |               |              2.8028  |
|          |      7  |      1.0264  |     0.9277  |   0.9072  |               |              3.1843  |
|          |      8  |      0.9663  |     0.9639  |   0.9246  |               |              3.5639  |
|          |      9  |      0.9404  |     0.9814  |   0.9320  |               |              3.9134  |
|          |   eval  |      0.9404  |     0.9814  |   0.9320  |       0.9393  |              4.0842  |
------------------------------------------------------------------------------------------------------
|      17  |      0  |      1.4404  |     0.7070  |   0.6790  |               |              0.4520  |
|          |      1  |      1.2402  |     0.8203  |   0.7687  |               |              0.8660  |
|          |      2  |      1.1934  |     0.8359  |   0.7815  |               |              1.2822  |
|          |      3  |      1.1465  |     0.8750  |   0.8073  |               |              1.6625  |
|          |      4  |      1.1230  |     0.8711  |   0.8648  |               |              2.0433  |
|          |      5  |      1.0996  |     0.8877  |   0.8649  |               |              2.4233  |
|          |      6  |      1.0439  |     0.9238  |   0.8870  |               |              2.8026  |
|          |      7  |      1.0186  |     0.9365  |   0.9079  |               |              3.1835  |
|          |      8  |      0.9619  |     0.9668  |   0.9250  |               |              3.5631  |
|          |      9  |      0.9312  |     0.9824  |   0.9330  |               |              3.9120  |
|          |   eval  |      0.9312  |     0.9824  |   0.9330  |       0.9417  |              4.0825  |
------------------------------------------------------------------------------------------------------
|      18  |      0  |      1.4531  |     0.6943  |   0.6693  |               |              0.4582  |
|          |      1  |      1.2432  |     0.8174  |   0.7261  |               |              0.8712  |
|          |      2  |      1.1836  |     0.8447  |   0.7198  |               |              1.2914  |
|          |      3  |      1.1436  |     0.8730  |   0.7893  |               |              1.6705  |
|          |      4  |      1.1387  |     0.8682  |   0.8621  |               |              2.0548  |
|          |      5  |      1.1152  |     0.8770  |   0.8380  |               |              2.4350  |
|          |      6  |      1.0479  |     0.9209  |   0.8800  |               |              2.8168  |
|          |      7  |      1.0215  |     0.9326  |   0.9016  |               |              3.1974  |
|          |      8  |      0.9609  |     0.9717  |   0.9220  |               |              3.5754  |
|          |      9  |      0.9404  |     0.9785  |   0.9310  |               |              3.9274  |
|          |   eval  |      0.9404  |     0.9785  |   0.9310  |       0.9389  |              4.0986  |
------------------------------------------------------------------------------------------------------
|      19  |      0  |      1.4170  |     0.7158  |   0.6850  |               |              0.4164  |
|          |      1  |      1.2451  |     0.8184  |   0.7514  |               |              0.8309  |
|          |      2  |      1.2051  |     0.8320  |   0.7761  |               |              1.2461  |
|          |      3  |      1.1621  |     0.8594  |   0.8489  |               |              1.6277  |
|          |      4  |      1.1250  |     0.8779  |   0.8548  |               |              2.0096  |
|          |      5  |      1.0781  |     0.9062  |   0.8311  |               |              2.3890  |
|          |      6  |      1.0557  |     0.9062  |   0.8892  |               |              2.7681  |
|          |      7  |      1.0137  |     0.9375  |   0.8980  |               |              3.1488  |
|          |      8  |      0.9780  |     0.9531  |   0.9248  |               |              3.5288  |
|          |      9  |      0.9458  |     0.9775  |   0.9345  |               |              3.8776  |
|          |   eval  |      0.9458  |     0.9775  |   0.9345  |       0.9411  |              4.0481  |
------------------------------------------------------------------------------------------------------
|      20  |      0  |      1.4678  |     0.6787  |   0.6392  |               |              0.4428  |
|          |      1  |      1.2578  |     0.8076  |   0.7720  |               |              0.8551  |
|          |      2  |      1.1816  |     0.8516  |   0.7952  |               |              1.2736  |
|          |      3  |      1.1719  |     0.8496  |   0.7964  |               |              1.6514  |
|          |      4  |      1.1289  |     0.8721  |   0.8489  |               |              2.0352  |
|          |      5  |      1.1064  |     0.8838  |   0.8459  |               |              2.4161  |
|          |      6  |      1.0391  |     0.9238  |   0.8965  |               |              2.7966  |
|          |      7  |      1.0176  |     0.9395  |   0.8972  |               |              3.1781  |
|          |      8  |      0.9746  |     0.9600  |   0.9208  |               |              3.5573  |
|          |      9  |      0.9404  |     0.9766  |   0.9319  |               |              3.9103  |
|          |   eval  |      0.9404  |     0.9766  |   0.9319  |       0.9420  |              4.0816  |
------------------------------------------------------------------------------------------------------
|      21  |      0  |      1.4355  |     0.7002  |   0.6960  |               |              0.4145  |
|          |      1  |      1.2783  |     0.7959  |   0.7452  |               |              0.8264  |
|          |      2  |      1.2051  |     0.8311  |   0.6703  |               |              1.2456  |
|          |      3  |      1.1396  |     0.8721  |   0.8445  |               |              1.6245  |
|          |      4  |      1.1230  |     0.8818  |   0.8592  |               |              2.0101  |
|          |      5  |      1.0879  |     0.8945  |   0.8712  |               |              2.3888  |
|          |      6  |      1.0488  |     0.9160  |   0.8780  |               |              2.7708  |
|          |      7  |      1.0361  |     0.9180  |   0.9043  |               |              3.1512  |
|          |      8  |      0.9653  |     0.9707  |   0.9242  |               |              3.5303  |
|          |      9  |      0.9390  |     0.9775  |   0.9355  |               |              3.8831  |
|          |   eval  |      0.9390  |     0.9775  |   0.9355  |       0.9393  |              4.0528  |
------------------------------------------------------------------------------------------------------
|      22  |      0  |      1.4482  |     0.7129  |   0.6512  |               |              0.4151  |
|          |      1  |      1.3096  |     0.7734  |   0.6354  |               |              0.8267  |
|          |      2  |      1.2119  |     0.8203  |   0.8214  |               |              1.2449  |
|          |      3  |      1.1680  |     0.8535  |   0.8149  |               |              1.6236  |
|          |      4  |      1.1201  |     0.8789  |   0.8655  |               |              2.0080  |
|          |      5  |      1.0879  |     0.8965  |   0.8469  |               |              2.3882  |
|          |      6  |      1.0430  |     0.9258  |   0.8756  |               |              2.7698  |
|          |      7  |      1.0205  |     0.9326  |   0.8993  |               |              3.1502  |
|          |      8  |      0.9756  |     0.9580  |   0.9205  |               |              3.5288  |
|          |      9  |      0.9438  |     0.9785  |   0.9302  |               |              3.8815  |
|          |   eval  |      0.9438  |     0.9785  |   0.9302  |       0.9404  |              4.0519  |
------------------------------------------------------------------------------------------------------
|      23  |      0  |      1.4102  |     0.7285  |   0.6400  |               |              0.4164  |
|          |      1  |      1.2695  |     0.7959  |   0.7428  |               |              0.8293  |
|          |      2  |      1.1924  |     0.8379  |   0.7377  |               |              1.2454  |
|          |      3  |      1.1445  |     0.8760  |   0.8121  |               |              1.6240  |
|          |      4  |      1.1270  |     0.8770  |   0.7849  |               |              2.0051  |
|          |      5  |      1.0977  |     0.8906  |   0.8605  |               |              2.3854  |
|          |      6  |      1.0547  |     0.9092  |   0.8891  |               |              2.7654  |
|          |      7  |      1.0186  |     0.9336  |   0.9026  |               |              3.1460  |
|          |      8  |      0.9795  |     0.9570  |   0.9210  |               |              3.5260  |
|          |      9  |      0.9497  |     0.9717  |   0.9327  |               |              3.8745  |
|          |   eval  |      0.9497  |     0.9717  |   0.9327  |       0.9402  |              4.0454  |
------------------------------------------------------------------------------------------------------
|      24  |      0  |      1.4170  |     0.7188  |   0.6822  |               |              0.4150  |
|          |      1  |      1.2695  |     0.7979  |   0.7554  |               |              0.8274  |
|          |      2  |      1.2148  |     0.8359  |   0.7883  |               |              1.2463  |
|          |      3  |      1.1865  |     0.8398  |   0.8123  |               |              1.6245  |
|          |      4  |      1.1553  |     0.8652  |   0.8378  |               |              2.0074  |
|          |      5  |      1.0869  |     0.8955  |   0.8339  |               |              2.3874  |
|          |      6  |      1.0488  |     0.9131  |   0.8918  |               |              2.7683  |
|          |      7  |      1.0205  |     0.9287  |   0.9030  |               |              3.1493  |
|          |      8  |      0.9771  |     0.9609  |   0.9210  |               |              3.5283  |
|          |      9  |      0.9385  |     0.9805  |   0.9316  |               |              3.8801  |
|          |   eval  |      0.9385  |     0.9805  |   0.9316  |       0.9384  |              4.0522  |
------------------------------------------------------------------------------------------------------
|      25  |      0  |      1.4531  |     0.6709  |   0.6459  |               |              0.4167  |
|          |      1  |      1.2607  |     0.8115  |   0.7647  |               |              0.8277  |
|          |      2  |      1.2256  |     0.8057  |   0.7886  |               |              1.2451  |
|          |      3  |      1.1436  |     0.8652  |   0.8363  |               |              1.6241  |
|          |      4  |      1.1152  |     0.8896  |   0.8453  |               |              2.0075  |
|          |      5  |      1.0732  |     0.9092  |   0.8546  |               |              2.3877  |
|          |      6  |      1.0439  |     0.9131  |   0.8809  |               |              2.7675  |
|          |      7  |      1.0303  |     0.9326  |   0.9068  |               |              3.1489  |
|          |      8  |      0.9746  |     0.9580  |   0.9225  |               |              3.5286  |
|          |      9  |      0.9326  |     0.9834  |   0.9331  |               |              3.8793  |
|          |   eval  |      0.9326  |     0.9834  |   0.9331  |       0.9399  |              4.0508  |
------------------------------------------------------------------------------------------------------
|      26  |      0  |      1.4424  |     0.7012  |   0.6957  |               |              0.4152  |
|          |      1  |      1.2686  |     0.7998  |   0.6602  |               |              0.8281  |
|          |      2  |      1.2188  |     0.8320  |   0.7809  |               |              1.2474  |
|          |      3  |      1.1484  |     0.8643  |   0.8330  |               |              1.6260  |
|          |      4  |      1.1221  |     0.8857  |   0.8557  |               |              2.0115  |
|          |      5  |      1.0732  |     0.9033  |   0.8567  |               |              2.3906  |
|          |      6  |      1.0674  |     0.9072  |   0.8856  |               |              2.7721  |
|          |      7  |      1.0332  |     0.9248  |   0.9085  |               |              3.1527  |
|          |      8  |      0.9629  |     0.9668  |   0.9245  |               |              3.5308  |
|          |      9  |      0.9370  |     0.9785  |   0.9338  |               |              3.8834  |
|          |   eval  |      0.9370  |     0.9785  |   0.9338  |       0.9400  |              4.0548  |
------------------------------------------------------------------------------------------------------
|      27  |      0  |      1.4092  |     0.7090  |   0.6794  |               |              0.4157  |
|          |      1  |      1.2520  |     0.8193  |   0.7211  |               |              0.8300  |
|          |      2  |      1.2354  |     0.8125  |   0.7106  |               |              1.2456  |
|          |      3  |      1.1523  |     0.8594  |   0.7859  |               |              1.6273  |
|          |      4  |      1.1396  |     0.8584  |   0.8450  |               |              2.0077  |
|          |      5  |      1.1055  |     0.8936  |   0.8679  |               |              2.3879  |
|          |      6  |      1.0361  |     0.9229  |   0.8945  |               |              2.7668  |
|          |      7  |      1.0146  |     0.9453  |   0.8876  |               |              3.1480  |
|          |      8  |      0.9663  |     0.9727  |   0.9208  |               |              3.5283  |
|          |      9  |      0.9360  |     0.9844  |   0.9326  |               |              3.8778  |
|          |   eval  |      0.9360  |     0.9844  |   0.9326  |       0.9405  |              4.0484  |
------------------------------------------------------------------------------------------------------
|      28  |      0  |      1.4297  |     0.7139  |   0.6539  |               |              0.4164  |
|          |      1  |      1.2568  |     0.8047  |   0.7897  |               |              0.8316  |
|          |      2  |      1.1650  |     0.8652  |   0.7786  |               |              1.2459  |
|          |      3  |      1.1699  |     0.8516  |   0.7819  |               |              1.6267  |
|          |      4  |      1.1143  |     0.8789  |   0.8618  |               |              2.0071  |
|          |      5  |      1.1152  |     0.8838  |   0.8527  |               |              2.3869  |
|          |      6  |      1.0361  |     0.9277  |   0.8886  |               |              2.7679  |
|          |      7  |      1.0049  |     0.9424  |   0.9027  |               |              3.1484  |
|          |      8  |      0.9692  |     0.9639  |   0.9258  |               |              3.5285  |
|          |      9  |      0.9375  |     0.9795  |   0.9342  |               |              3.8770  |
|          |   eval  |      0.9375  |     0.9795  |   0.9342  |       0.9389  |              4.0476  |
------------------------------------------------------------------------------------------------------
|      29  |      0  |      1.4668  |     0.6816  |   0.6407  |               |              0.4155  |
|          |      1  |      1.2480  |     0.8105  |   0.7144  |               |              0.8297  |
|          |      2  |      1.1855  |     0.8535  |   0.7700  |               |              1.2458  |
|          |      3  |      1.1631  |     0.8701  |   0.8124  |               |              1.6261  |
|          |      4  |      1.1338  |     0.8682  |   0.8561  |               |              2.0069  |
|          |      5  |      1.1162  |     0.8721  |   0.8579  |               |              2.3871  |
|          |      6  |      1.0449  |     0.9258  |   0.8908  |               |              2.7664  |
|          |      7  |      1.0215  |     0.9307  |   0.9038  |               |              3.1475  |
|          |      8  |      0.9639  |     0.9648  |   0.9217  |               |              3.5272  |
|          |      9  |      0.9341  |     0.9805  |   0.9345  |               |              3.8760  |
|          |   eval  |      0.9341  |     0.9805  |   0.9345  |       0.9426  |              4.0467  |
------------------------------------------------------------------------------------------------------
|      30  |      0  |      1.4541  |     0.7002  |   0.6124  |               |              0.4143  |
|          |      1  |      1.2402  |     0.8096  |   0.7218  |               |              0.8264  |
|          |      2  |      1.1953  |     0.8379  |   0.8120  |               |              1.2475  |
|          |      3  |      1.1631  |     0.8623  |   0.8080  |               |              1.6277  |
|          |      4  |      1.1025  |     0.8955  |   0.8492  |               |              2.0071  |
|          |      5  |      1.0928  |     0.8945  |   0.8632  |               |              2.3865  |
|          |      6  |      1.0488  |     0.9160  |   0.8854  |               |              2.7681  |
|          |      7  |      1.0176  |     0.9443  |   0.8939  |               |              3.1489  |
|          |      8  |      0.9683  |     0.9629  |   0.9213  |               |              3.5288  |
|          |      9  |      0.9341  |     0.9834  |   0.9293  |               |              3.8769  |
|          |   eval  |      0.9341  |     0.9834  |   0.9293  |       0.9383  |              4.0482  |
------------------------------------------------------------------------------------------------------
|      31  |      0  |      1.4434  |     0.6982  |   0.6048  |               |              0.4159  |
|          |      1  |      1.2461  |     0.8145  |   0.7715  |               |              0.8287  |
|          |      2  |      1.1865  |     0.8506  |   0.8093  |               |              1.2451  |
|          |      3  |      1.1533  |     0.8613  |   0.8123  |               |              1.6256  |
|          |      4  |      1.1504  |     0.8525  |   0.8305  |               |              2.0055  |
|          |      5  |      1.0596  |     0.9160  |   0.8759  |               |              2.3857  |
|          |      6  |      1.0625  |     0.9072  |   0.8785  |               |              2.7663  |
|          |      7  |      1.0156  |     0.9424  |   0.8992  |               |              3.1468  |
|          |      8  |      0.9644  |     0.9707  |   0.9206  |               |              3.5249  |
|          |      9  |      0.9453  |     0.9707  |   0.9312  |               |              3.8749  |
|          |   eval  |      0.9453  |     0.9707  |   0.9312  |       0.9395  |              4.0462  |
------------------------------------------------------------------------------------------------------
|      32  |      0  |      1.4004  |     0.7344  |   0.5950  |               |              0.4184  |
|          |      1  |      1.2363  |     0.8232  |   0.7033  |               |              0.8327  |
|          |      2  |      1.1807  |     0.8584  |   0.8190  |               |              1.2468  |
|          |      3  |      1.1924  |     0.8330  |   0.8095  |               |              1.6275  |
|          |      4  |      1.1309  |     0.8711  |   0.8001  |               |              2.0087  |
|          |      5  |      1.1035  |     0.8848  |   0.8859  |               |              2.3897  |
|          |      6  |      1.0410  |     0.9238  |   0.8912  |               |              2.7703  |
|          |      7  |      1.0205  |     0.9355  |   0.9002  |               |              3.1505  |
|          |      8  |      0.9604  |     0.9668  |   0.9230  |               |              3.5320  |
|          |      9  |      0.9409  |     0.9766  |   0.9328  |               |              3.8820  |
|          |   eval  |      0.9409  |     0.9766  |   0.9328  |       0.9412  |              4.0518  |
------------------------------------------------------------------------------------------------------
|      33  |      0  |      1.4746  |     0.6777  |   0.6624  |               |              0.4149  |
|          |      1  |      1.2627  |     0.7852  |   0.8018  |               |              0.8290  |
|          |      2  |      1.1934  |     0.8389  |   0.8140  |               |              1.2464  |
|          |      3  |      1.1699  |     0.8682  |   0.8150  |               |              1.6263  |
|          |      4  |      1.1484  |     0.8594  |   0.8527  |               |              2.0101  |
|          |      5  |      1.1016  |     0.8877  |   0.8173  |               |              2.3892  |
|          |      6  |      1.0332  |     0.9277  |   0.8922  |               |              2.7699  |
|          |      7  |      1.0430  |     0.9189  |   0.9010  |               |              3.1509  |
|          |      8  |      0.9663  |     0.9619  |   0.9247  |               |              3.5306  |
|          |      9  |      0.9453  |     0.9805  |   0.9313  |               |              3.8825  |
|          |   eval  |      0.9453  |     0.9805  |   0.9313  |       0.9394  |              4.0531  |
------------------------------------------------------------------------------------------------------
|      34  |      0  |      1.4258  |     0.7100  |   0.6987  |               |              0.4162  |
|          |      1  |      1.2412  |     0.8232  |   0.7528  |               |              0.8311  |
|          |      2  |      1.2217  |     0.8135  |   0.7667  |               |              1.2475  |
|          |      3  |      1.1514  |     0.8721  |   0.8112  |               |              1.6287  |
|          |      4  |      1.1133  |     0.8887  |   0.8568  |               |              2.0099  |
|          |      5  |      1.1045  |     0.8799  |   0.8522  |               |              2.3894  |
|          |      6  |      1.0576  |     0.9082  |   0.8814  |               |              2.7694  |
|          |      7  |      1.0381  |     0.9209  |   0.9023  |               |              3.1512  |
|          |      8  |      0.9722  |     0.9648  |   0.9194  |               |              3.5309  |
|          |      9  |      0.9419  |     0.9805  |   0.9298  |               |              3.8802  |
|          |   eval  |      0.9419  |     0.9805  |   0.9298  |       0.9397  |              4.0512  |
------------------------------------------------------------------------------------------------------
|      35  |      0  |      1.3994  |     0.7275  |   0.6480  |               |              0.4157  |
|          |      1  |      1.2432  |     0.8223  |   0.7178  |               |              0.8300  |
|          |      2  |      1.2129  |     0.8213  |   0.6930  |               |              1.2458  |
|          |      3  |      1.1602  |     0.8652  |   0.8363  |               |              1.6242  |
|          |      4  |      1.1211  |     0.8770  |   0.8512  |               |              2.0067  |
|          |      5  |      1.0889  |     0.9023  |   0.8637  |               |              2.3883  |
|          |      6  |      1.0449  |     0.9209  |   0.8776  |               |              2.7684  |
|          |      7  |      1.0264  |     0.9316  |   0.8999  |               |              3.1488  |
|          |      8  |      0.9707  |     0.9658  |   0.9207  |               |              3.5292  |
|          |      9  |      0.9468  |     0.9785  |   0.9312  |               |              3.8793  |
|          |   eval  |      0.9468  |     0.9785  |   0.9312  |       0.9397  |              4.0497  |
------------------------------------------------------------------------------------------------------
|      36  |      0  |      1.4199  |     0.7188  |   0.6960  |               |              0.4614  |
|          |      1  |      1.3086  |     0.7803  |   0.6880  |               |              0.8739  |
|          |      2  |      1.2080  |     0.8350  |   0.8204  |               |              1.2917  |
|          |      3  |      1.1602  |     0.8555  |   0.8267  |               |              1.6695  |
|          |      4  |      1.1357  |     0.8701  |   0.8208  |               |              2.0538  |
|          |      5  |      1.0928  |     0.9023  |   0.8726  |               |              2.4334  |
|          |      6  |      1.0586  |     0.9014  |   0.8860  |               |              2.8147  |
|          |      7  |      1.0176  |     0.9365  |   0.9088  |               |              3.1957  |
|          |      8  |      0.9712  |     0.9590  |   0.9171  |               |              3.5753  |
|          |      9  |      0.9380  |     0.9824  |   0.9330  |               |              3.9276  |
|          |   eval  |      0.9380  |     0.9824  |   0.9330  |       0.9401  |              4.0989  |
------------------------------------------------------------------------------------------------------
|      37  |      0  |      1.4229  |     0.7100  |   0.7056  |               |              0.4168  |
|          |      1  |      1.2832  |     0.7852  |   0.7244  |               |              0.8331  |
|          |      2  |      1.2178  |     0.8232  |   0.7948  |               |              1.2477  |
|          |      3  |      1.1377  |     0.8740  |   0.8205  |               |              1.6275  |
|          |      4  |      1.1621  |     0.8555  |   0.8479  |               |              2.0077  |
|          |      5  |      1.1172  |     0.8857  |   0.8532  |               |              2.3866  |
|          |      6  |      1.0596  |     0.9141  |   0.8787  |               |              2.7659  |
|          |      7  |      1.0371  |     0.9268  |   0.8803  |               |              3.1476  |
|          |      8  |      0.9727  |     0.9590  |   0.9232  |               |              3.5280  |
|          |      9  |      0.9380  |     0.9785  |   0.9344  |               |              3.8774  |
|          |   eval  |      0.9380  |     0.9785  |   0.9344  |       0.9389  |              4.0466  |
------------------------------------------------------------------------------------------------------
|      38  |      0  |      1.4277  |     0.7148  |   0.6444  |               |              0.4160  |
|          |      1  |      1.2920  |     0.7842  |   0.7558  |               |              0.8298  |
|          |      2  |      1.1934  |     0.8359  |   0.8085  |               |              1.2457  |
|          |      3  |      1.1367  |     0.8721  |   0.8184  |               |              1.6262  |
|          |      4  |      1.1191  |     0.8809  |   0.8381  |               |              2.0062  |
|          |      5  |      1.1035  |     0.8828  |   0.8493  |               |              2.3852  |
|          |      6  |      1.0547  |     0.9209  |   0.8947  |               |              2.7648  |
|          |      7  |      1.0322  |     0.9268  |   0.8997  |               |              3.1451  |
|          |      8  |      0.9683  |     0.9639  |   0.9210  |               |              3.5242  |
|          |      9  |      0.9448  |     0.9785  |   0.9326  |               |              3.8742  |
|          |   eval  |      0.9448  |     0.9785  |   0.9326  |       0.9370  |              4.0443  |
------------------------------------------------------------------------------------------------------
|      39  |      0  |      1.4404  |     0.6943  |   0.6259  |               |              0.4621  |
|          |      1  |      1.2383  |     0.8301  |   0.7464  |               |              0.8749  |
|          |      2  |      1.1953  |     0.8516  |   0.7396  |               |              1.2908  |
|          |      3  |      1.1689  |     0.8535  |   0.7863  |               |              1.6699  |
|          |      4  |      1.1016  |     0.8916  |   0.8515  |               |              2.0506  |
|          |      5  |      1.0938  |     0.8955  |   0.8786  |               |              2.4313  |
|          |      6  |      1.0508  |     0.9102  |   0.8743  |               |              2.8104  |
|          |      7  |      1.0029  |     0.9395  |   0.9064  |               |              3.1904  |
|          |      8  |      0.9707  |     0.9609  |   0.9214  |               |              3.5704  |
|          |      9  |      0.9434  |     0.9805  |   0.9315  |               |              3.9208  |
|          |   eval  |      0.9434  |     0.9805  |   0.9315  |       0.9413  |              4.0919  |
------------------------------------------------------------------------------------------------------
|      40  |      0  |      1.4199  |     0.7158  |   0.6707  |               |              0.4149  |
|          |      1  |      1.2588  |     0.8232  |   0.7406  |               |              0.8267  |
|          |      2  |      1.1826  |     0.8438  |   0.7063  |               |              1.2446  |
|          |      3  |      1.1592  |     0.8662  |   0.8147  |               |              1.6232  |
|          |      4  |      1.1084  |     0.8857  |   0.8672  |               |              2.0058  |
|          |      5  |      1.0801  |     0.9072  |   0.8711  |               |              2.3866  |
|          |      6  |      1.0449  |     0.9248  |   0.8959  |               |              2.7672  |
|          |      7  |      1.0078  |     0.9365  |   0.8938  |               |              3.1479  |
|          |      8  |      0.9653  |     0.9619  |   0.9235  |               |              3.5276  |
